roadID	length	nodeID1	nodeID2	coords
20275	0.09725375628026231	14150	14244	-36.86462	174.73834	-36.86407	174.73919
20275	0.10143043035642903	14244	14349	-36.86407	174.73919	-36.86351	174.74009
20275	0.10073011410237392	14349	14455	-36.86351	174.74009	-36.86295	174.74098
20275	0.09938659601409432	14455	14535	-36.86295	174.74098	-36.86237	174.74183
20275	0.06743512124936503	14535	14614	-36.86237	174.74183	-36.86201	174.74244
20275	0.03754364113590025	14614	40792	-36.86201	174.74244	-36.86181	174.74278
20275	0.10143229965089944	40792	14757	-36.86181	174.74278	-36.86125	174.74368
20275	0.0958734940241638	14757	14885	-36.86125	174.74368	-36.86072	174.74453
20275	0.10420514710868978	14885	15023	-36.86072	174.74453	-36.86014	174.74545
20275	0.09939592146219799	15023	15107	-36.86014	174.74545	-36.85973	174.74606	-36.85958	174.74632
20275	0.09942117516176036	15107	15224	-36.85958	174.74632	-36.85905	174.74722
20275	0.1014345824009706	15224	15316	-36.85905	174.74722	-36.85849	174.74812
20274	0.12277949914270585	14042	33351	-36.85636	174.73753	-36.85746	174.73765
20276	0.05848925970201234	14044	14077	-36.87537	174.73733	-36.87505	174.73782	-36.87507	174.73782
20455	0.34347005730257196	14168	41274	-36.88512	174.7384	-36.88589	174.74214
20455	0.01919913881620426	41274	14619	-36.88589	174.74214	-36.88593	174.74235
20455	0.10140541448129328	14619	14750	-36.88593	174.74235	-36.88617	174.74345
20436	0.10097131675033742	14153	14154	-36.87698	174.73823	-36.8761	174.73851
20437	0.24810197627803068	14154	41014	-36.8761	174.73851	-36.87666	174.74121
20434	0.16244513133467187	14150	14275	-36.86462	174.73834	-36.86578	174.73945
20434	0.13038645352285544	14275	14353	-36.86578	174.73945	-36.86623	174.73988	-36.86679	174.74017
20435	0.24293697521842794	14153	14427	-36.87698	174.73823	-36.87754	174.74087
20433	0.12280207064621652	14151	14274	-36.86138	174.73829	-36.86106	174.73933	-36.86125	174.73945
20384	0.12247619024369007	14117	14276	-36.88166	174.73808	-36.88171	174.73823	-36.88194	174.73941
20387	0.3443262681480174	14126	14539	-36.88634	174.73802	-36.88711	174.74177
20381	0.12146777320993674	14115	14151	-36.86033	174.73802	-36.86089	174.73803	-36.86138	174.73829
20381	0.12351043917275392	14151	14243	-36.86138	174.73829	-36.8619	174.73855	-36.86233	174.73898
20381	0.16421830718927372	14243	14349	-36.86233	174.73898	-36.86351	174.74009
18475	0.17962246959083267	12810	12797	-36.87971	174.72625	-36.88061	174.72651	-36.8813	174.72645
18475	0.11687656796868193	12797	41002	-36.8813	174.72645	-36.88235	174.72639
